"player_id","sender_substrategy","sender_strategy_MLFIT_DFIT","MLFIT_classification","DFIT_classification","sender_strategy_SFIT","SFIT_classification","sender_strategy_TREND","TREND_classification","helping_rate"
33,"SCR","CR","REW","ALT","REW","REW","SOPH","REW",0.9333
34,"SREW","REW","REW","CR","REW","REW","REW","REW",0.8235
35,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9821
36,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9107
37,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0
38,"EXP3S","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5962
39,"POL","UCL","ALT","ALT","UCL","ALT","UCL","ALT",0.94
40,"POL","UCL","ALT","ALT","UCL","REW","UCL","UCL",0.8644
41,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9038
42,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.65
43,"SREW","REW","REW","MD","REW","REW","REW","REW",0.5273
44,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0208
45,"RAND","UCL","UCL","UCL","UCL","CAU","UCL","CAU",0.4681
46,"SCR","CR","CR","CR","REW","REW","SOPH","SOPH",0.6604
47,"EXP31","UCL","ALT","ALT","UCL","ALT","UCL","ALT",0.9796
48,"SophMD9","MD","MD","MD","CAU","REW","SOPH","SOPH",0.625
49,"REW3","REW","REW","REW","REW","UCL","REW","REW",0.2927
50,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0577
51,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1154
52,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9574
53,"REW1","REW","REW","REW","REW","REW","REW","REW",0.4167
54,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0167
55,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0517
56,"SMD","MD","REW","MD","CAU","UCL","SOPH","REW",0.25
57,"SCAU","CAU","CAU","CR","CAU","UCL","CAU","CAU",0.5094
58,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0385
59,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4375
60,"SMD","MD","REW","MD","CAU","CAU","SOPH","SOPH",0.1837
61,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0222
62,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",1
63,"SREW","REW","REW","REW","REW","REW","REW","REW",0.4151
64,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4717
65,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.3542
66,"REW3","REW","REW","REW","REW","UCL","REW","REW",0.2041
67,"POL","UCL","ALT","ALT","UCL","ALT","UCL","ALT",0.9348
68,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9273
69,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0217
70,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0
71,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9804
72,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0588
73,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9608
74,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9388
75,"EXP31","UCL","ALT","ALT","UCL","ALT","UCL","ALT",0.9184
76,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9423
77,"REW3","REW","REW","REW","REW","REW","REW","REW",0.5745
78,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0
79,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0217
80,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0
81,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9024
82,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0
83,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1481
84,"REW1","REW","REW","REW","REW","UCL","REW","REW",0.2453
85,"EX1","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5926
86,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5
87,"REW3","REW","REW","REW","REW","REW","REW","REW",0.4894
88,"SCR","CR","REW","CR","REW","REW","SOPH","REW",0.6531
89,"REW1","REW","REW","REW","REW","REW","REW","REW",0.8261
90,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.92
91,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0566
92,"POH","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.6471
93,"SMD","MD","MD","MD","CAU","REW","SOPH","SOPH",0.4314
94,"EXP31","UCL","ALT","ALT","UCL","ALT","UCL","ALT",0.9565
95,"SCR","CR","CR","CR","REW","REW","SOPH","SOPH",0.6667
96,"SophMD9","MD","MD","CR","CAU","REW","SOPH","SOPH",0.625
97,"REW1","REW","REW","REW","REW","ALT","REW","CAU",0.8846
98,"POI","UCL","ALT","ALT","UCL","ALT","UCL","UCL",0.8696
99,"EX1","UCL","REW","REW","UCL","REW","UCL","REW",0.76
100,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5581
101,"POL","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.6964
102,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9245
103,"SCR","CR","CR","CR","REW","REW","SOPH","SOPH",0.5714
104,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0889
105,"REW1","REW","REW","REW","REW","REW","REW","REW",0.5625
106,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0364
107,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0556
108,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.6122
109,"SREW","REW","REW","REW","REW","REW","REW","REW",0.6
110,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0435
111,"REW1","REW","REW","REW","REW","REW","REW","REW",0.6739
112,"REW1","REW","REW","REW","REW","REW","REW","REW",0.7692
113,"ALTERNATE","UCL","UCL","UCL","UCL","CAU","UCL","CAU",0.5098
114,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.46
115,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.975
116,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0308
117,"SREW","REW","REW","REW","REW","REW","REW","REW",0.6471
118,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.08
119,"POL","UCL","ALT","ALT","UCL","ALT","UCL","ALT",1
120,"SREW","REW","REW","CR","REW","REW","REW","REW",0.617
121,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5636
122,"SREW","REW","REW","REW","REW","REW","REW","REW",0.8077
123,"SCAU","CAU","CAU","CAU","CAU","UCL","CAU","CAU",0.46
124,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",1
125,"SCR","CR","CR","CR","REW","REW","SOPH","SOPH",0.8077
126,"SREW","REW","REW","REW","REW","REW","REW","REW",0.7115
127,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.04
128,"SophMD9","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.3878
129,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0488
130,"SREW","REW","REW","DEF","REW","DEF","REW","REW",0.1951
131,"SMD","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.2769
132,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.3519
133,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.92
134,"SMD","MD","MD","CAU","CAU","REW","SOPH","SOPH",0.4464
135,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9615
136,"EXP31","UCL","ALT","ALT","UCL","ALT","UCL","ALT",0.9818
137,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.925
138,"EX1","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5957
139,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8913
140,"SMD","MD","MD","MD","CAU","UCL","SOPH","REW",0.2414
141,"SREW","REW","REW","REW","REW","UCL","REW","UCL",0.3529
142,"POH","UCL","DEF","DEF","UCL","DEF","UCL","UCL",0.1346
143,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0545
144,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0364
145,"ALTERNATE","UCL","UCL","UCL","UCL","CAU","UCL","CAU",0.5208
146,"SophMD9","MD","MD","CR","CAU","REW","SOPH","SOPH",0.6552
147,"REW1","REW","REW","REW","REW","REW","REW","REW",0.8491
148,"SREW","REW","REW","REW","REW","REW","REW","REW",0.5
149,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0652
150,"SCR","CR","CR","CR","REW","REW","SOPH","SOPH",0.6667
151,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1042
152,"SCR","CR","CR","CR","REW","REW","SOPH","SOPH",0.5957
153,"ALTERNATE","UCL","UCL","UCL","UCL","CAU","UCL","CAU",0.4884
154,"REW3","REW","REW","REW","REW","DEF","REW","REW",0.1111
155,"SREW","REW","REW","REW","REW","REW","REW","REW",0.4615
156,"SREW","REW","REW","REW","REW","UCL","REW","REW",0.3571
157,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0508
158,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.96
159,"SREW","REW","REW","REW","REW","REW","REW","REW",0.6304
160,"SMD","MD","MD","MD","CAU","REW","SOPH","SOPH",0.4286
161,"POH","UCL","ALT","ALT","UCL","UCL","UCL","UCL",0.7959
162,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.95
163,"RAND","UCL","UCL","UCL","UCL","REW","UCL","UCL",0.5
164,"SCR","CR","CR","CR","REW","REW","SOPH","SOPH",0.6667
165,"ALTERNATE","UCL","UCL","MD","UCL","REW","UCL","SOPH",0.5111
166,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0851
167,"EX1","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5862
168,"SREW","REW","REW","REW","REW","REW","REW","REW",0.4727
169,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9216
170,"SCR","CR","CR","CR","REW","REW","SOPH","SOPH",0.66
171,"REW1","REW","MD","REW","REW","REW","REW","REW",0.4878
172,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0192
173,"SREW","REW","REW","MD","REW","REW","REW","REW",0.4906
174,"REW3","REW","REW","REW","REW","DEF","REW","REW",0.1698
175,"SREW","REW","REW","MD","REW","CAU","REW","REW",0.3409
176,"SMD","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.3077
177,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.05
178,"RAND","UCL","UCL","MD","UCL","UCL","UCL","REW",0.3077
179,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4231
180,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",1
181,"SREW","REW","REW","REW","REW","REW","REW","REW",0.7442
182,"SREW","REW","REW","REW","REW","REW","REW","REW",0.7586
183,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9787
184,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9444
185,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0741
186,"REW1","REW","REW","REW","REW","REW","REW","REW",0.7273
187,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0351
188,"REW1","REW","REW","REW","REW","REW","REW","REW",0.52
189,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.04
190,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0213
191,"REW1","REW","REW","REW","REW","REW","REW","REW",0.6
192,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9348
193,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5254
194,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9583
195,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9286
196,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9792
197,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0238
198,"SREW","REW","REW","REW","REW","REW","REW","REW",0.617
199,"EX1","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4255
200,"SCR","CR","CR","CR","REW","REW","SOPH","SOPH",0.617
201,"SREW","REW","REW","REW","REW","REW","REW","REW",0.42
202,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0377
203,"SophMD9","MD","MD","MD","CAU","REW","SOPH","SOPH",0.5435
204,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5263
205,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0465
206,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0577
207,"ALT","ALT","ALT","ALT","ALT","REW","ALT","UCL",0.8704
208,"SREW","REW","REW","REW","REW","UCL","REW","REW",0.375
209,"SMD","MD","MD","MD","CAU","REW","SOPH","SOPH",0.4091
210,"POI","UCL","ALT","ALT","UCL","ALT","UCL","ALT",0.9216
211,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0877
212,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9556
213,"REW1","REW","REW","REW","REW","DEF","REW","REW",0.2
214,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0196
215,"SophMD9","MD","MD","MD","CAU","UCL","SOPH","REW",0.3036
216,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0196
217,"POL","UCL","UCL","ALT","UCL","UCL","UCL","UCL",0.7037
218,"SMD","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.3922
219,"EX1","UCL","UCL","UCL","UCL","REW","UCL","REW",0.44
220,"SREW","REW","REW","REW","REW","UCL","REW","REW",0.3585
221,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0435
222,"SREW","REW","REW","MD","REW","REW","REW","REW",0.4565
223,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0339
224,"SCR","CR","CR","CR","REW","REW","SOPH","REW",0.7391
225,"REW1","REW","REW","REW","REW","REW","REW","REW",0.8421
226,"SREW","REW","REW","MD","REW","REW","REW","REW",0.625
227,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9583
228,"SophMD9","MD","MD","MD","CAU","REW","SOPH","SOPH",0.6
229,"SCR","CR","CR","CR","REW","REW","SOPH","SOPH",0.6538
230,"SREW","REW","REW","REW","REW","REW","REW","REW",0.5652
231,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4375
232,"SCAU","CAU","CAU","UCL","CAU","CAU","CAU","CAU",0.5357
233,"SMD","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.3148
234,"SREW","REW","REW","UCL","REW","REW","REW","REW",0.5
235,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0351
236,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0417
237,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8776
238,"REW1","REW","REW","REW","REW","REW","REW","REW",0.6275
239,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0755
240,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4048
241,"ALTERNATE","UCL","UCL","UCL","UCL","CAU","UCL","CAU",0.549
242,"POH","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.3455
243,"SREW","REW","REW","REW","REW","UCL","REW","SOPH",0.3654
244,"SREW","REW","REW","REW","REW","CAU","REW","SOPH",0.3488
245,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0392
246,"SREW","REW","REW","MD","REW","UCL","REW","REW",0.375
247,"REW1","REW","REW","REW","REW","REW","REW","REW",0.875
248,"REW1","REW","REW","REW","REW","REW","REW","REW",0.8627
249,"POI","UCL","REW","REW","UCL","REW","UCL","UCL",0.7872
250,"REW1","REW","REW","REW","REW","REW","REW","REW",0.9038
251,"REW1","REW","REW","ALT","REW","ALT","REW","ALT",0.9592
252,"REW3","REW","REW","REW","REW","REW","REW","REW",0.7358
253,"RAND","UCL","UCL","UCL","UCL","CAU","UCL","CAU",0.4667
254,"SREW","REW","REW","REW","REW","REW","REW","REW",0.6792
255,"SREW","REW","REW","REW","REW","REW","REW","REW",0.6491
256,"REW1","REW","REW","ALT","REW","ALT","REW","ALT",0.9778
257,"ALTERNATE","UCL","UCL","UCL","UCL","CAU","UCL","CAU",0.5
258,"EX1","UCL","UCL","ALT","UCL","UCL","UCL","UCL",0.75
259,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9677
260,"SREW","REW","REW","CR","REW","REW","REW","REW",0.6863
261,"SCR","CR","REW","REW","REW","REW","SOPH","REW",0.766
262,"SCR","CR","CR","CR","REW","REW","SOPH","REW",0.8049
263,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4528
264,"POH","UCL","ALT","ALT","UCL","ALT","UCL","UCL",0.8043
265,"SophMD9","MD","MD","MD","CAU","REW","SOPH","SOPH",0.4615
266,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0408
267,"EXP31","UCL","UCL","UCL","UCL","REW","UCL","UCL",0.5345
268,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4583
269,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0
270,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4894
271,"POH","UCL","REW","REW","UCL","REW","UCL","UCL",0.8293
272,"REW1","REW","REW","REW","REW","REW","REW","UCL",0.8727
273,"SREW","REW","REW","REW","REW","REW","REW","REW",0.807
274,"SCR","CR","CR","CR","REW","REW","SOPH","SOPH",0.8627
275,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",1
276,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9811
277,"REW1","REW","REW","REW","REW","REW","REW","REW",0.8085
278,"REW1","REW","REW","REW","REW","REW","REW","REW",0.8431
279,"SREW","REW","REW","MD","REW","REW","REW","REW",0.5714
280,"SMD","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.383
281,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","REW",0.0417
282,"REW1","REW","REW","REW","REW","REW","REW","REW",0.75
283,"SREW","REW","REW","REW","REW","REW","REW","REW",0.6429
284,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1111
285,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.902
286,"REW1","REW","REW","REW","REW","REW","REW","UCL",0.8
287,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9455
288,"REW1","REW","REW","REW","REW","REW","REW","REW",0.8333
289,"SREW","REW","REW","REW","REW","REW","REW","REW",0.5714
290,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4667
291,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0784
292,"SCR","CR","CR","CR","REW","REW","SOPH","SOPH",0.7857
293,"POI","UCL","ALT","ALT","UCL","ALT","UCL","ALT",0.9167
294,"EX1","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5172
295,"SREW","REW","REW","MD","REW","REW","REW","REW",0.4355
296,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.04
297,"EXP31","UCL","ALT","ALT","UCL","ALT","UCL","UCL",0.8542
298,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","REW",0.0545
299,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8723
300,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0263
301,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9783
302,"EX1","UCL","REW","ALT","UCL","ALT","UCL","REW",0.8654
303,"SREW","REW","REW","REW","REW","REW","REW","REW",0.8462
304,"REW1","REW","ALT","ALT","REW","ALT","REW","ALT",0.96
305,"REW1","REW","REW","REW","REW","REW","REW","REW",0.8696
306,"SREW","REW","REW","REW","REW","REW","REW","REW",0.8519
307,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9423
308,"REW1","REW","REW","REW","REW","REW","REW","REW",0.6667
309,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.06
310,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.92
311,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0
312,"SREW","REW","REW","REW","REW","REW","REW","REW",0.5085
313,"SophMD9","MD","MD","MD","CAU","REW","SOPH","SOPH",0.6531
314,"RAND","UCL","UCL","UCL","UCL","REW","UCL","REW",0.5
315,"EXP31","UCL","ALT","ALT","UCL","ALT","UCL","ALT",0.9444
316,"SREW","REW","REW","CR","REW","REW","REW","REW",0.7
317,"SMD","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.3617
318,"EXP3S","UCL","UCL","REW","UCL","UCL","UCL","UCL",0.6739
319,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9574
320,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0175
321,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0
322,"MD10","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.283
323,"EXP31","UCL","ALT","ALT","UCL","ALT","UCL","ALT",0.9388
324,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",1
325,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",1
326,"MD10","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.2593
327,"EX1","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5556
328,"EXP33","UCL","DEF","DEF","UCL","DEF","UCL","UCL",0.1373
329,"REW3","REW","REW","REW","REW","REW","REW","REW",0.4167
330,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5
331,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0625
332,"SCAU","CAU","CAU","CR","CAU","UCL","CAU","CAU",0.4528
333,"MD10","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.3261
334,"SREW","REW","REW","MD","REW","REW","REW","SOPH",0.4468
335,"SCR","CR","CR","CR","REW","CAU","SOPH","CAU",0.58
336,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5536
337,"REW1","REW","REW","REW","REW","REW","REW","REW",0.4255
338,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0417
339,"POH","UCL","UCL","DEF","UCL","UCL","UCL","UCL",0.2308
340,"EX1","UCL","REW","DEF","UCL","UCL","UCL","UCL",0.24
341,"EX1","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4138
342,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0444
343,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0698
344,"SREW","REW","REW","REW","REW","UCL","REW","REW",0.2308
345,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0652
346,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0702
347,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4545
348,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4255
349,"SCR","CR","CR","CR","REW","REW","SOPH","REW",0.5769
350,"REW1","REW","REW","REW","REW","REW","REW","REW",0.6731
351,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0244
352,"ALTERNATE","UCL","CAU","UCL","UCL","CAU","UCL","CAU",0.5098
353,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.02
354,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9444
355,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0566
356,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1053
357,"SMD","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.2281
358,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.1
359,"SREW","REW","REW","REW","REW","UCL","REW","REW",0.3125
360,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.6222
361,"REW1","REW","ALT","ALT","REW","ALT","REW","ALT",0.9268
362,"POI","UCL","ALT","ALT","UCL","ALT","UCL","ALT",0.902
363,"EXP3S","UCL","UCL","ALT","UCL","UCL","UCL","UCL",0.7857
364,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5345
365,"SREW","REW","REW","REW","REW","REW","REW","REW",0.7308
