"player_id","sender_substrategy","sender_strategy_MLFIT_DFIT","MLFIT_classification","DFIT_classification","sender_strategy_SFIT","SFIT_classification","sender_strategy_TREND","TREND_classification","helping_rate"
54,"REW2","REW","CR","CR","REW","REW","REW","REW",0.8824
55,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8333
56,"REW1","REW","REW","REW","REW","REW","REW","REW",0.7708
57,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5094
58,"CR11","CR","CR","CR","REW","REW","SOPH","REW",0.8
59,"REW1","REW","REW","REW","REW","REW","REW","REW",0.76
60,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0667
61,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0784
62,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0769
63,"DEF","DEF","MD","MD","DEF","DEF","DEF","REW",0.1154
64,"SophMD10","MD","MD","MD","CAU","REW","SOPH","SOPH",0.42
65,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0851
66,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8333
67,"EX1","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.451
68,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1071
69,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5238
70,"REW2","REW","REW","REW","REW","UCL","REW","REW",0.25
71,"EXP33","UCL","DEF","DEF","UCL","UCL","UCL","UCL",0.2128
72,"POH","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.3654
73,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0652
74,"EXP3S","UCL","UCL","UCL","UCL","REW","UCL","REW",0.5476
75,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8545
76,"REW1","REW","REW","REW","REW","REW","REW","REW",0.7458
77,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","CAU",0.4681
78,"EXP3S","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4314
79,"MD30","MD","MD","MD","CAU","DEF","SOPH","REW",0.16
80,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9038
81,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0755
82,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.3958
83,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5417
84,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5102
85,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.907
86,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4898
87,"SophCR5","CR","MD","CR","REW","REW","SOPH","SOPH",0.6296
88,"SREW","REW","REW","REW","REW","REW","REW","REW",0.6667
89,"REW1","REW","REW","REW","REW","REW","REW","REW",0.9
90,"CR11","CR","CR","CR","REW","ALT","SOPH","UCL",0.8136
91,"SophCR1","CR","CR","CR","REW","REW","SOPH","SOPH",0.5455
92,"EXP32","UCL","DEF","DEF","UCL","DEF","UCL","UCL",0.1887
93,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0
94,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0889
95,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0377
96,"CAU1","CAU","CAU","CAU","CAU","CAU","CAU","CAU",0.6379
97,"REW3","REW","REW","REW","REW","DEF","REW","REW",0.1837
98,"REW2","REW","REW","REW","REW","UCL","REW","REW",0.3182
99,"SophCR6","CR","CR","CR","REW","REW","SOPH","SOPH",0.5185
100,"EXP33","UCL","DEF","DEF","UCL","DEF","UCL","DEF",0.0638
101,"REW1","REW","REW","REW","REW","REW","REW","REW",0.5091
102,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.098
103,"CR11","CR","CR","CR","REW","REW","SOPH","SOPH",0.8571
104,"SophCR5","CR","MD","CR","REW","REW","SOPH","SOPH",0.6585
105,"MD30","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.2857
106,"REW2","REW","REW","REW","REW","REW","REW","REW",0.549
107,"REW2","REW","REW","REW","REW","REW","REW","REW",0.6727
108,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8958
109,"SREW","REW","REW","REW","REW","REW","REW","REW",0.5469
110,"SREW","REW","REW","REW","REW","REW","REW","REW",0.4375
111,"CAU1","CAU","CAU","CAU","CAU","CAU","CAU","CAU",0.6327
112,"EX1","UCL","UCL","UCL","UCL","REW","UCL","REW",0.5
113,"REW3","REW","REW","REW","REW","DEF","REW","REW",0.1923
114,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5556
115,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4792
116,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1429
117,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0714
118,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8148
119,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8649
120,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0612
121,"CR31","CR","CR","CAU","REW","CAU","SOPH","CAU",0.5625
122,"SREW","REW","REW","REW","REW","UCL","REW","SOPH",0.3404
123,"SREW","REW","MD","MD","REW","UCL","REW","SOPH",0.2203
124,"SREW","REW","REW","REW","REW","UCL","REW","REW",0.2745
125,"EXP33","UCL","DEF","DEF","UCL","DEF","UCL","DEF",0.0204
126,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1522
127,"EX1","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5
128,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0377
129,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.06
130,"REW1","REW","REW","REW","REW","REW","REW","REW",0.5455
131,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.902
132,"ALTERNATE","UCL","MD","MD","UCL","CAU","UCL","SOPH",0.3913
133,"SophMD10","MD","MD","CR","CAU","ALT","SOPH","UCL",0.8276
134,"EXP32","UCL","REW","REW","UCL","ALT","UCL","UCL",0.8125
135,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9565
136,"ALT","ALT","UCL","ALT","ALT","ALT","ALT","ALT",0.9333
137,"SREW","REW","REW","CR","REW","REW","REW","REW",0.6981
138,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.58
139,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0755
140,"REW1","REW","CR","CR","REW","REW","REW","REW",0.6346
141,"CR10","CR","CR","CR","REW","REW","SOPH","SOPH",0.5682
142,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0
143,"REW1","REW","REW","REW","REW","REW","REW","REW",0.5102
144,"ALT","ALT","ALT","ALT","ALT","REW","ALT","UCL",0.8929
145,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5472
146,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8421
147,"MD21","MD","MD","MD","CAU","REW","SOPH","SOPH",0.5172
148,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0962
149,"REW3","REW","REW","REW","REW","UCL","REW","UCL",0.25
150,"CR31","CR","CR","CAU","REW","UCL","SOPH","CAU",0.6364
151,"DEF","DEF","REW","REW","DEF","DEF","DEF","UCL",0.102
152,"SSophMD","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.2264
153,"REW2","REW","MD","REW","REW","DEF","REW","REW",0.0851
154,"REW3","REW","REW","REW","REW","DEF","REW","REW",0.1489
155,"SSophMD","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.3019
156,"REW3","REW","DEF","DEF","REW","DEF","REW","UCL",0.1176
157,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0
158,"REW3","REW","REW","REW","REW","DEF","REW","REW",0.098
159,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5741
160,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4898
161,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.08
162,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0769
163,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8627
164,"MD21","MD","MD","MD","CAU","REW","SOPH","SOPH",0.52
165,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8444
166,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0213
167,"EXP32","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5862
168,"REW1","REW","REW","REW","REW","REW","REW","REW",0.7551
169,"ALT","ALT","ALT","ALT","ALT","UCL","ALT","UCL",0.775
170,"SophMD8","MD","REW","MD","CAU","REW","SOPH","REW",0.54
171,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.15
172,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4821
173,"EX1","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5283
174,"REW3","REW","REW","REW","REW","UCL","REW","REW",0.3171
175,"CR11","CR","REW","CR","REW","REW","SOPH","SOPH",0.8163
176,"POL","UCL","ALT","ALT","UCL","ALT","UCL","UCL",0.8167
177,"REW1","REW","REW","REW","REW","REW","REW","REW",0.7857
178,"SophCR1","CR","MD","MD","REW","REW","SOPH","SOPH",0.58
179,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0667
180,"REW1","REW","REW","REW","REW","REW","REW","REW",0.7778
181,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1277
182,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.6111
183,"EXP31","UCL","ALT","ALT","UCL","ALT","UCL","UCL",0.8571
184,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9038
185,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0217
186,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0847
187,"CR20","CR","REW","REW","REW","REW","SOPH","REW",0.7692
188,"REW2","REW","REW","REW","REW","REW","REW","REW",0.8148
189,"SophCR2","CR","CR","MD","REW","REW","SOPH","SOPH",0.6809
190,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.96
191,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9787
192,"SSophCR","CR","CR","CAU","REW","CAU","SOPH","CAU",0.6
193,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0962
194,"MD30","MD","MD","MD","CAU","DEF","SOPH","SOPH",0.1429
195,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8043
196,"REW1","REW","REW","REW","REW","REW","REW","REW",0.6275
197,"REW3","REW","UCL","REW","REW","DEF","REW","REW",0.1429
198,"REW2","REW","REW","REW","REW","UCL","REW","REW",0.3913
199,"REW1","REW","MD","MD","REW","REW","REW","SOPH",0.6296
200,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8519
201,"EXP32","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4583
202,"REW1","REW","REW","REW","REW","REW","REW","REW",0.6585
203,"DEF","DEF","DEF","DEF","DEF","UCL","DEF","UCL",0.2414
204,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0889
205,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.102
206,"REW1","REW","REW","REW","REW","REW","REW","REW",0.5435
207,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0222
208,"REW1","REW","REW","REW","REW","REW","REW","REW",0.434
209,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1154
210,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9455
211,"RAND","UCL","UCL","UCL","UCL","CAU","UCL","CAU",0.4894
212,"REW3","REW","REW","REW","REW","REW","REW","REW",0.434
213,"EX1","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.617
214,"SophMD10","MD","MD","MD","CAU","REW","SOPH","SOPH",0.7
215,"ALT","ALT","ALT","ALT","ALT","REW","ALT","ALT",0.9074
216,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9388
217,"EX1","UCL","DEF","DEF","UCL","UCL","UCL","UCL",0.2787
218,"SREW","REW","REW","REW","REW","REW","REW","REW",0.4286
219,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.102
220,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0652
221,"EX1","UCL","DEF","DEF","UCL","UCL","UCL","UCL",0.2444
222,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9
223,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9074
224,"SREW","REW","CR","CR","REW","REW","REW","SOPH",0.725
225,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5098
226,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8246
227,"POL","UCL","ALT","ALT","UCL","ALT","UCL","UCL",0.8182
228,"REW2","REW","REW","REW","REW","REW","REW","REW",0.6111
229,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8936
230,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8684
231,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8947
232,"SREW","REW","REW","REW","REW","REW","REW","REW",0.7091
233,"POI","UCL","ALT","ALT","UCL","ALT","UCL","UCL",0.8936
234,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","CAU",0.3929
235,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1458
236,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.1
237,"EX1","UCL","UCL","REW","UCL","UCL","UCL","UCL",0.3529
238,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.04
239,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9
240,"CR31","CR","CR","CR","REW","CAU","SOPH","CAU",0.6863
241,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.92
242,"REW2","REW","MD","MD","REW","REW","REW","REW",0.537
243,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0517
244,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.88
245,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0577
246,"CR21","CR","CR","CR","REW","REW","SOPH","SOPH",0.7222
247,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9
248,"REW1","REW","ALT","ALT","REW","ALT","REW","UCL",0.8793
249,"REW2","REW","REW","REW","REW","REW","REW","REW",0.7447
250,"ALTERNATE","UCL","CR","CR","UCL","REW","UCL","SOPH",0.5952
251,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4717
252,"SophMD7","MD","MD","MD","CAU","REW","SOPH","SOPH",0.56
253,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0909
254,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5192
255,"SophMD3","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.1739
256,"SREW","REW","MD","MD","REW","UCL","REW","UCL",0.3191
257,"SCAU","CAU","CAU","CAU","CAU","CAU","CAU","CAU",0.463
258,"SophCR4","CR","CR","CR","REW","REW","SOPH","SOPH",0.5789
259,"POI","UCL","ALT","ALT","UCL","ALT","UCL","UCL",0.8537
260,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.082
261,"REW1","REW","REW","REW","REW","REW","REW","REW",0.6346
262,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.15
263,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.902
264,"SophMD2","MD","MD","MD","CAU","REW","SOPH","SOPH",0.4
265,"EX1","UCL","REW","MD","UCL","UCL","UCL","UCL",0.2727
266,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0417
267,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0192
268,"SREW","REW","REW","MD","REW","UCL","REW","REW",0.2292
269,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1481
270,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","REW",0.5814
271,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8491
272,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1702
273,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9111
274,"CR31","CR","UCL","CR","REW","UCL","SOPH","UCL",0.6111
275,"SREW","REW","MD","CR","REW","REW","REW","REW",0.7708
276,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9245
277,"SREW","REW","MD","MD","REW","UCL","REW","REW",0.3333
278,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0185
279,"MD10","MD","MD","MD","CAU","DEF","SOPH","SOPH",0.1698
280,"SREW","REW","REW","DEF","REW","UCL","REW","REW",0.2653
281,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1837
282,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0851
283,"SophCR6","CR","MD","CR","REW","REW","SOPH","SOPH",0.75
284,"REW3","REW","REW","REW","REW","UCL","REW","REW",0.283
285,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","CAU",0.8431
286,"CAU1","CAU","CAU","CAU","CAU","UCL","CAU","CAU",0.6667
287,"SCAU","CAU","CR","MD","CAU","REW","CAU","SOPH",0.5435
288,"RAND","UCL","UCL","UCL","UCL","CAU","UCL","CAU",0.4255
289,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1132
290,"REW1","REW","REW","REW","REW","REW","REW","REW",0.5556
291,"REW3","REW","REW","REW","REW","DEF","REW","REW",0.1852
292,"REW1","REW","REW","REW","REW","REW","REW","REW",0.6304
293,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.125
294,"SophMD2","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.3111
295,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.06
296,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1321
297,"REW2","REW","REW","REW","REW","REW","REW","REW",0.5636
298,"REW1","REW","REW","REW","REW","REW","REW","REW",0.5349
299,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8846
300,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","CAU",0.8298
301,"REW2","REW","MD","REW","REW","REW","REW","REW",0.4833
302,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1026
303,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5745
304,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4364
305,"EXP31","UCL","ALT","ALT","UCL","ALT","UCL","ALT",0.9565
306,"SophMD3","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.3585
307,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9259
308,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0444
309,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.451
310,"MD30","MD","MD","MD","CAU","UCL","SOPH","SOPH",0.2045
311,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1277
312,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4407
313,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.898
314,"MD21","MD","MD","MD","CAU","REW","SOPH","REW",0.4
315,"REW2","REW","REW","REW","REW","REW","REW","REW",0.549
316,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0588
317,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0926
318,"EX1","UCL","UCL","UCL","UCL","REW","UCL","REW",0.54
319,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0588
320,"REW3","REW","MD","REW","REW","DEF","REW","REW",0.1458
321,"REW2","REW","MD","REW","REW","UCL","REW","REW",0.2439
322,"REW1","REW","REW","REW","REW","REW","REW","REW",0.459
323,"REW3","REW","MD","REW","REW","DEF","REW","UCL",0.12
324,"REW1","REW","REW","REW","REW","REW","REW","REW",0.5102
325,"ALTERNATE","UCL","UCL","UCL","UCL","CAU","UCL","CAU",0.46
326,"EXP3S","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4082
327,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9184
328,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.6471
329,"REW1","REW","MD","CR","REW","REW","REW","SOPH",0.72
330,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1176
331,"REW2","REW","UCL","REW","REW","REW","REW","UCL",0.8444
332,"POH","UCL","REW","REW","UCL","ALT","UCL","UCL",0.8929
333,"SSophMD","MD","MD","CR","CAU","REW","SOPH","SOPH",0.6346
334,"REW2","REW","REW","ALT","REW","REW","REW","REW",0.8302
335,"REW1","REW","ALT","ALT","REW","ALT","REW","UCL",0.8824
336,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8837
337,"SREW","REW","REW","ALT","REW","REW","REW","REW",0.7708
338,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5818
339,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9167
340,"SophMD5","MD","CR","MD","CAU","REW","SOPH","SOPH",0.6226
341,"REW1","REW","ALT","ALT","REW","ALT","REW","UCL",0.8409
342,"REW1","REW","ALT","ALT","REW","ALT","REW","ALT",0.9231
343,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.6458
344,"CR31","CR","CR","CR","REW","REW","SOPH","SOPH",0.6481
345,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5926
346,"POL","UCL","ALT","ALT","UCL","ALT","UCL","UCL",0.8936
347,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9111
348,"CR11","CR","REW","REW","REW","REW","SOPH","REW",0.9231
349,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0732
350,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5294
351,"SREW","REW","REW","REW","REW","UCL","REW","REW",0.3137
352,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8929
353,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1538
354,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1633
355,"SophCR5","CR","CR","CR","REW","CAU","SOPH","CAU",0.3818
356,"DEF","DEF","MD","REW","DEF","DEF","DEF","REW",0.1304
357,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","REW",0.0962
358,"SCR","CR","CR","UCL","REW","REW","SOPH","SOPH",0.5455
359,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1277
360,"REW3","REW","DEF","DEF","REW","DEF","REW","DEF",0.0536
361,"MD20","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.28
362,"POH","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.551
